Title,Year,Rating,Budget,Revenue,Profit,Runtime,genres,production_companies,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Romance,Scifi,Thriller,War,pixaranimationstudios,warnerbros,paramountpictures,columbiapictures,metrogoldwynmayer,universalpictures,lucasfilm,waltdisneypictures,marvelstudios,dccomics
Jeepers Creepers 2,2003,5.5,17000000,63102666,46102666,104,"Horror,Thriller","United Artists,American Zoetrope,Myriad Pictures,Jeepers Creepers II",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Honey,2003,6,18000000,62646763,44646763,94,"Romance,Music,Family","Universal Pictures,Marc Platt Productions,NuAmerica Entertainment",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21 Grams,2003,7.2,20000000,60427839,40427839,124,"Drama,Crime,Thriller","This Is That Productions,Y Productions,Mediana Productions Filmgesellschaft",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monster,2003,7,8000000,60378584,52378584,110,"Crime,Drama",Newmarket Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Tuscan Sun,2003,6.4,18000000,58878723,40878723,113,Romance,"Timnick Films,Blue Gardenia Productions,Touchstone Pictures,Tatiale Films",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agent Cody Banks,2003,5,28000000,58795814,30795814,102,Action,"Splendid Pictures,Maverick Films,Metro-Goldwyn-Mayer (MGM),Dylan Sellers Productions,Madacy Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cradle 2 the Grave,2003,5.8,25000000,56489558,31489558,101,"Action,Crime,Drama","Silver Pictures,Warner Bros.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Lizzie McGuire Movie,2003,5.8,17000000,55534455,38534455,94,"Family,Comedy","Walt Disney Pictures,Teen Life Productions",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Out of Time,2003,6.1,50000000,55495563,5495563,105,"Thriller,Crime,Drama","Original Film,Monarch Pictures,Metro-Goldwyn-Mayer (MGM)",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Radio,2003,6.8,32000000,52277485,20277485,109,Drama,"Revolution Studios,Tollin/Robbins Productions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Homicide,2003,5,75000000,51142659,-23857341,116,"Action,Adventure,Comedy,Thriller","Columbia Pictures,Revolution Studios",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
A Man Apart,2003,5.8,36000000,44350926,8350926,109,"Action,Drama","New Line Cinema,Newman/Tooley Films,Joseph Nittolo Entertainment,""DIA"" Productions GmbH & Co. KG",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeline,2003,5.4,80000000,43935763,-36064237,116,"Action,Adventure,Scifi","Paramount Pictures,Donners' Company,Mutual Film Company,Cobalt Media Group,Artists Production Group (APG)",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Basic,2003,6.2,50000000,42792561,-7207439,98,"Action,Drama,Mystery,Thriller,Crime","Intermedia Films,Krane Entertainment",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Whale Rider,2003,7.1,8000000,41400000,33400000,101,"Drama,Family",South Pacific Pictures,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumberer: When Harry Met Lloyd,2003,4.1,19000000,39267515,20267515,85,Comedy,New Line Cinema,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Life of David Gale,2003,7.3,50000000,38955598,-11044402,130,"Drama,Thriller,Crime","Mikona Productions GmbH & Co. KG,Universal Pictures,Intermedia Films,Saturn Films,Dirty Hands Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Uptown Girls,2003,6.1,20000000,37095657,17095657,92,Comedy,"GreeneStreet Films,Metro-Goldwyn-Mayer (MGM)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hunted,2003,6,55000000,34234008,-20765992,94,"Drama,Action,Thriller,Crime","Lakeshore Entertainment,Alphaville Films",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stuck on You,2003,5.1,55000000,33828318,-21171682,118,Comedy,"Twentieth Century Fox Film Corporation,Conundrum Entertainment",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin Fever,2003,5.5,1500000,30553394,29053394,93,Horror,"Lions Gate Films,Tonic Films,Down Home Entertainment,Cabin Pictures,Black Sky Entertainment,Deer Path Films",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrong Turn,2003,6,12600000,28650575,16050575,84,"Horror,Thriller","Summit Entertainment,Newmarket Capital Group,Regency Enterprises,Constantin Film Produktion,Stan Winston Studio,Media Cooperation One,DCP Wrong Turn Productions",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sinbad: Legend of the Seven Seas,2003,6.6,60000000,26288320,-33711680,86,"Family,Animation,Adventure",DreamWorks Animation,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swimming Pool,2003,6.5,7800000,22441323,14641323,102,"Thriller,Crime","France 2 Cinթma,Canal Plus,Fidթlitթ Productions,Gimages,FOZ,Headforce Ltd.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Down with Love,2003,6.1,35000000,20298207,-14701793,101,"Action,Comedy,Romance,Thriller","Regency Enterprises,Fox 2000 Pictures,Epsilon Motion Pictures,Mediastream Dritte Film,Jinks/Cohen Company",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Duplex,2003,5.9,40000000,19322135,-20677865,89,"Action,Comedy,Thriller","Miramax Films,Flower Films",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
House of Sand and Fog,2003,7,16500000,16942795,442795,126,Drama,"DreamWorks SKG,Cobalt Media Group,Bisgrove Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of 1000 Corpses,2003,6,7000000,16829545,9829545,89,Horror,"Lionsgate,Spectacle Entertainment Group",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dogville,2003,7.6,10000000,16680836,6680836,178,"Crime,Drama,Thriller","Zentropa Entertainments,Danmarks Radio (DR),Trollh�_ttan Film AB,Memfis Film,France 3 Cinթma,Sveriges Television (SVT),Yleisradio (YLE),Arte France Cinթma,Slot Machine,Liberator Productions,Nederlandse Programma Stichting (NPS),Isabella Films B.V.,WDR / Arte,Film i V�_st,Pain Unlimited GmbH Filmproduktion,Something Else B.V.,Sigma Films,Zoma Films Ltd.,Norsk TV2 AS",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dreamers,2003,7.2,15000000,15121165,121165,115,"Drama,Romance","Peninsula Films,Recorded Picture Company (RPC),Fiction Films",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
House of the Dead,2003,2.8,7000000,13818181,6818181,90,"Horror,Action,Thriller","Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,Mindfire Entertainment",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elephant,2003,7,3000000,10012022,7012022,81,"Drama,Crime","HBO Films,Fearmakers Studios",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Station Agent,2003,7.4,500000,8679814,8179814,88,"Drama,Comedy","Next Wednesday Productions,SenArt Films",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigli,2003,3.5,54000000,7266209,-46733791,121,Drama,"City Light Films,Revolution Studios,Casey Silver Productions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirteen,2003,6.6,2000000,4601043,2601043,100,"Crime,Drama","Fox Searchlight Pictures,Sound for Film,Working Title Films,Antidote Films (I)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shattered Glass,2003,6.6,6000000,2944752,-3055248,94,"Drama,History","Lions Gate Films,Cruise/Wagner Productions,Baumgarten Merims Productions",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Two Towers,2002,8,79000000,926287400,847287400,179,"Adventure,Fantasy,Action","WingNut Films,New Line Cinema,The Saul Zaentz Company",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,2002,7.4,100000000,876688482,776688482,161,"Adventure,Fantasy,Family","1492 Pictures,Heyday films,Warner Bros.",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spider-Man,2002,6.8,139000000,821708551,682708551,121,"Fantasy,Action","Columbia Pictures,Marvel Enterprises",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Star Wars: Episode II - Attack of the Clones,2002,6.4,120000000,649398328,529398328,142,"Adventure,Action,Scifi",Lucasfilm,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Men in Black II,2002,6.1,140000000,441818803,301818803,88,"Action,Adventure,Comedy,Scifi","Columbia Pictures,Amblin Entertainment,Columbia Pictures Corporation,Parkes+MacDonald Image Nation",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Die Another Day,2002,5.8,140000000,431971116,291971116,133,"Adventure,Action,Thriller",Eon Productions,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Signs,2002,6.4,72000000,408247917,336247917,106,"Drama,Thriller,Scifi,Mystery","Kennedy/Marshall Company, The,Touchstone Pictures,Blinding Edge Pictures",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ice Age,2002,7.1,59000000,383257136,324257136,81,"Animation,Comedy,Family,Adventure","Twentieth Century Fox Film Corporation,Blue Sky Studios,Twentieth Century Fox Animation",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Big Fat Greek Wedding,2002,6.2,5000000,368744044,363744044,95,"Comedy,Drama,Romance","Home Box Office (HBO),Playtone,Gold Circle Films,Ontario Film Development Corporation,MPH Entertainment Productions",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Minority Report,2002,7.1,102000000,358372926,256372926,145,"Action,Thriller,Scifi,Mystery","DreamWorks SKG,Cruise/Wagner Productions,Amblin Entertainment,Twentieth Century Fox Film Corporation,Blue Tulip Productions,Ronald Shusett/Gary Goldman,Digital Image Associates",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,2002,7.7,52000000,352114312,300114312,141,"Drama,Crime","Kemp Company,Splendid Pictures,Parkes/MacDonald Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,2002,6.9,45000000,306776732,261776732,113,"Action,Comedy,Crime,Drama,Music","Miramax Films,Producers Circle,Storyline Entertainment",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Powers in Goldmember,2002,5.9,63000000,296655431,233655431,94,"Comedy,Crime,Scifi","New Line Cinema,Eric's Boy,Team Todd,Moving Pictures,Gratitude International",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xXx,2002,5.8,70000000,277448382,207448382,124,"Action,Adventure,Thriller","Columbia Pictures,Original Film,Revolution Studios",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Scooby-Doo,2002,5.4,84000000,275650703,191650703,88,"Mystery,Adventure,Comedy","Atlas Entertainment,Mosaic Media Group,Warner Bros.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Ring,2002,6.5,48000000,249348933,201348933,115,"Horror,Mystery","DreamWorks SKG,BenderSpink,Parkes+MacDonald Image Nation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Mile,2002,6.8,41000000,215000000,174000000,110,Drama,"Imagine Entertainment,Mikona Productions GmbH & Co. KG",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Identity,2002,7.3,60000000,214034224,154034224,119,"Action,Drama,Mystery,Thriller","Universal Pictures,Kennedy/Marshall Company, The,Hypnotic,Kalima Productions GmbH & Co. KG,Stillking Films",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Red Dragon,2002,6.7,78000000,209196298,131196298,124,"Crime,Thriller,Horror","Universal Pictures,Metro-Goldwyn-Mayer (MGM)",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Panic Room,2002,6.6,48000000,196397415,148397415,111,"Crime,Drama,Thriller","Hofflund/Polone,Indelible Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gangs of New York,2002,7.1,100000000,193772504,93772504,167,"Drama,History,Crime","Miramax Films,Initial Entertainment Group (IEG),Alberto Grimaldi Productions",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sum of All Fears,2002,5.9,68000000,193000000,125000000,124,"Thriller,Action,Drama","Paramount Pictures,Mace Neufeld Productions,MFP Munich Film Partners GmbH & Company I. Produktions KG,S.O.A.F. Productions,Mel's Cite du Cinema",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Road to Perdition,2002,7.3,80000000,181001478,101001478,117,"Thriller,Crime,Drama","DreamWorks SKG,The Zanuck Company,Twentieth Century Fox Film Corporation",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sweet Home Alabama,2002,6.1,30000000,180622424,150622424,108,"Comedy,Romance",Touchstone Pictures,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Santa Clause 2,2002,5.5,65000000,172855065,107855065,104,"Fantasy,Comedy,Family","Walt Disney Pictures,Outlaw Productions,Boxing Cat Films",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Deeds,2002,5.6,50000000,171269535,121269535,96,"Comedy,Romance","New Line Cinema,Columbia Pictures Corporation,Out of the Blue... Entertainment,Happy Madison Productions",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Stuart Little 2,2002,5.4,120000000,169956806,49956806,78,"Family,Adventure,Animation,Comedy","Columbia Pictures,Sony Pictures Entertainment",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Scorpion King,2002,5.3,60000000,165333180,105333180,92,"Action,Fantasy,Adventure","Universal Pictures,Kalima Productions GmbH & Co. KG,World Wrestling Entertainment (WWE),Alphaville Films",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blade II,2002,6.3,54000000,155010032,101010032,117,"Fantasy,Horror,Action,Thriller","New Line Cinema,Amen Ra Films,Milk & Honey,Imaginary Forces,Justin Pictures,Linovo Productions GmbH & Co. KG,Pacific Title and Art Studio,Marvel Enterprises",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maid in Manhattan,2002,5.6,55000000,154906693,99906693,105,"Comedy,Drama,Romance",Red Om Films,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilo & Stitch,2002,7.1,80000000,145771527,65771527,85,"Animation,Family","Walt Disney Pictures,Walt Disney Feature Animation",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
About a Boy,2002,6.6,27000000,129000000,102000000,101,"Drama,Comedy,Romance",Universal Pictures,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Time Machine,2002,5.8,80000000,123729176,43729176,96,"Scifi,Adventure,Action","DreamWorks SKG,Warner Bros.",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Spirit: Stallion of the Cimarron,2002,7.4,80000000,122563539,42563539,83,"Western,Animation,Adventure,Comedy,Family","DreamWorks SKG,DreamWorks Animation",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pianist,2002,8.1,35000000,120072577,85072577,150,"Drama,War","Bac Films,Canal+Polska,Heritage Films,Studio Babelsberg,Agencja Produkcji Filmowej,Beverly Detroit,FilmFernsehFonds Bayern,Filmboard Berlin-Brandenburg (FBB),Mainstream S.A.,R.P. Productions,StudioCanal,Filmf�_rderungsanstalt (FFA),Canal+,Interscope Communications,Telewizja Polska (TVP),Runteam",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spy Kids 2: The Island of Lost Dreams,2002,5.3,38000000,119723358,81723358,100,"Action,Adventure,Family",Dimension Films,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unfaithful,2002,6.3,50000000,119137784,69137784,124,"Thriller,Drama","Regency Enterprises,Fox 2000 Pictures,Epsilon Motion Pictures,Unfaithful Filmproduktion GmbH & Co. KG",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
We Were Soldiers,2002,6.7,75000000,114660784,39660784,138,"Action,History,War","Icon Entertainment International,Wheelhouse Entertainment,Motion Picture Production GmbH & Co. Erste KG",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Insomnia,2002,6.8,46000000,113714830,67714830,118,"Crime,Mystery,Thriller","Section Eight,Alcon Entertainment,Witt/Thomas Productions",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Return to Never Land,2002,6.1,20000000,109862682,89862682,72,"Adventure,Fantasy,Animation,Family","Walt Disney Pictures,Walt Disney Television Animation,Walt Disney Animation Australia,DisneyToon Studios,Walt Disney Animation Canada",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Treasure Planet,2002,7.2,140000000,109578115,-30421885,95,"Adventure,Animation,Family,Fantasy,Scifi","Walt Disney Pictures,Walt Disney Feature Animation",0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
About Schmidt,2002,6.7,30000000,105834556,75834556,125,"Drama,Comedy","New Line Cinema,Avery Pix",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil,2002,6.4,33000000,102984862,69984862,100,"Horror,Action,Scifi","Impact Pictures,Davis-Films,New Legacy,Constantin Film Produktion",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Q,2002,7,36000000,102244770,66244770,116,"Drama,Thriller,Crime","New Line Cinema,Burg/Koules Productions,Evolution Entertainment",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Phone Booth,2002,6.7,13000000,97837138,84837138,81,"Thriller,Drama",Fox 2000 Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Changing Lanes,2002,5.9,45000000,94935764,49935764,89,"Action,Adventure,Crime,Thriller",Paramount Pictures,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Two Weeks Notice,2002,5.9,60000000,93354918,33354918,101,"Comedy,Romance","Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Fortis Films",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Days Later,2002,7.1,5000000,82719885,77719885,113,"Horror,Thriller,Scifi","DNA Films,British Film Council",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Collateral Damage,2002,5.5,85000000,78382433,-6617567,108,"Action,Thriller,Drama","David Foster Productions,Bel Air Entertainment,Warner Bros.,Hacienda Productions",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Showtime,2002,5.3,85000000,77741732,-7258268,95,"Action,Comedy","Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Tribeca Productions,Overbrook Entertainment,Material",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Windtalkers,2002,5.8,115000000,77628265,-37371735,134,"Drama,Action,History,War","Lion Rock Productions,Metro-Goldwyn-Mayer (MGM)",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bend It Like Beckham,2002,6.2,3500159,76578641,73078482,112,"Comedy,Drama,Romance","Fox Searchlight Pictures,Kintop Pictures,Filmf�_rderung Hamburg,UK Film Council",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbershop,2002,6.2,12000000,75781642,63781642,102,"Comedy,Drama",Metro-Goldwyn-Mayer (MGM),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Rookie,2002,6.5,20000000,75597042,55597042,127,"Drama,Family","Walt Disney Pictures,Gran Via Productions,98 MPH Productions",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Count of Monte Cristo,2002,7.3,35000000,75395048,40395048,131,"Action,Adventure,Drama,Thriller","Spyglass Entertainment,World 2000 Entertainment,Count of Monte Cristo Ltd.,Touchstone Pictures",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sweetest Thing,2002,5.3,43000000,68696770,25696770,84,"Romance,Comedy",Konrad Pictures,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Ship,2002,5.3,35000000,68349884,33349884,91,"Horror,Mystery,Thriller","Village Roadshow Pictures,NPV Entertainment,Dark Castle Entertainment,Warner Bros.,Ghost Ship Films Pty. Ltd.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Star Trek: Nemesis,2002,6.1,60000000,67312826,7312826,117,"Scifi,Action,Adventure,Thriller",Paramount Pictures,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Bad Company,2002,5.4,70000000,65977295,-4022705,116,"Action,Adventure,Comedy,Thriller","Jerry Bruckheimer Films,Touchstone Pictures,Stillking Films",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jackass: The Movie,2002,6.1,5000000,64282312,59282312,87,"Documentary,Comedy","Paramount Pictures,MTV Films,Dickhouse Productions,Lynch Siderow Productions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
High Crimes,2002,6.1,42000000,63781810,21781810,115,"Drama,Mystery,Thriller,Crime","Twentieth Century Fox Film Corporation,Regency Enterprises,Monarch Pictures,Epsilon Motion Pictures,New Regency Pictures,Manifest Film Company",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crossroads,2002,4.7,12000000,61141030,49141030,93,"Action,Adventure,Comedy,Drama,Family,Music,Romance","Paramount Pictures,MTV Films",1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Drumline,2002,6.2,20000000,57588485,37588485,118,"Drama,Romance,Comedy,Music",Fox 2000 Pictures,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder by Numbers,2002,6,50000000,56714147,6714147,120,"Crime,Drama,Thriller","Castle Rock Entertainment,Warner Bros.,Schroeder Hoffman Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Frida,2002,7.3,12000000,56298474,44298474,123,"Drama,Romance","Miramax Films,Lions Gate Films,Ventanarosa Productions,Handprint Entertainment",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mothman Prophecies,2002,6.1,32000000,55157539,23157539,119,"Drama,Horror,Mystery",Lakeshore Entertainment,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze That,2002,5.7,60000000,55003135,-4996865,96,"Comedy,Crime","Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Tribeca Productions,Baltimore Spring Creek Pictures,Face Productions",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Big Fat Liar,2002,5.6,15000000,52970014,37970014,88,"Comedy,Family",Universal Pictures,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dragonfly,2002,6.2,60000000,52322400,-7677600,104,Drama,"Universal Pictures,Spyglass Entertainment,Shady Acres Entertainment,Gran Via Productions,Kalima Productions GmbH & Co. KG,NDE Productions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
One Hour Photo,2002,6.6,12000000,52223306,40223306,96,"Horror,Thriller","Fox Searchlight Pictures,Catch 23 Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Crush,2002,5.6,25000000,51842679,26842679,104,Adventure,"Imagine Entertainment,Mikona Productions GmbH & Co. KG,Universal Pictures,Shutt/Jones Productions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Enough,2002,6.2,38000000,51801187,13801187,114,"Drama,Thriller",Winkler Films,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Queen of the Damned,2002,5.5,35000000,45479110,10479110,101,"Drama,Fantasy,Horror","Village Roadshow Pictures,NPV Entertainment,Warner Bros.,WV Films LLC,Material",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
